branch	Chr01	Chr02	Chr03	Chr05	Chr08
8	49	30	757	90	74
8	49	29	757	90	75
8	50	26	759	91	74
8	49	26	762	89	74
8	49	24	766	89	72
8	48	20	769	91	72
8	47	20	771	91	71
8	47	19	773	91	70
8	45	20	775	91	69
8	45	20	776	89	70
8	44	21	778	88	69
8	42	22	778	88	70
8	41	22	778	89	70
8	40	23	782	86	69
8	39	23	784	85	69
8	37	23	787	86	67
8	38	22	787	85	68
8	36	24	787	85	68
8	36	21	793	85	65
8	37	20	793	84	66
8	38	17	795	84	66
8	39	15	796	85	65
8	39	14	796	85	66
8	37	13	797	87	66
8	37	13	800	84	66
8	37	11	803	85	64
8	37	11	805	83	64
8	36	12	808	80	64
8	37	11	810	78	64
8	37	10	812	77	64
8	35	12	815	76	62
8	35	11	817	75	62
8	35	11	818	74	62
8	35	10	818	75	62
8	35	9	822	73	61
8	35	6	823	74	62
8	33	7	825	73	62
8	32	9	826	72	61
8	33	9	826	71	61
8	32	10	827	69	62
8	32	10	828	67	63
8	31	10	832	65	62
8	33	9	833	63	62
8	32	9	835	63	61
8	31	10	838	61	60
8	31	10	840	59	60
8	30	11	843	58	58
8	31	10	844	57	58
8	29	11	847	56	57
8	28	10	849	56	57
8	28	9	850	56	57
8	26	11	851	56	56
8	25	10	852	57	56
8	23	12	853	56	56
8	19	14	857	55	55
8	19	14	858	54	55
8	18	15	857	54	56
8	18	13	858	55	56
8	19	13	861	52	55
8	18	13	864	52	53
8	18	13	865	52	52
8	17	14	871	47	51
8	17	14	871	47	51
8	17	14	871	47	51
8	17	14	870	47	52
8	17	12	869	48	54
8	17	11	869	49	54
8	16	11	869	50	54
8	16	11	869	50	54
8	17	10	874	48	51
8	16	10	876	48	50
8	14	11	879	47	49
8	15	8	880	48	49
8	15	6	883	48	48
8	16	6	885	47	46
8	17	5	887	45	46
8	16	6	892	41	45
8	17	5	895	39	44
8	15	7	897	37	44
8	15	6	899	37	43
8	14	7	900	37	42
8	14	6	904	35	41
8	13	5	909	32	41
8	12	6	911	31	40
8	12	6	912	30	40
8	11	6	914	29	40
8	11	5	915	29	40
8	12	4	917	27	40
8	12	4	919	26	39
8	11	5	921	25	38
8	11	5	923	25	36
8	11	5	924	25	35
8	10	6	925	26	33
8	10	4	926	27	33
8	10	4	927	26	33
8	10	4	927	26	33
8	9	5	930	26	30
8	9	5	931	26	29
8	8	5	932	27	28
8	8	5	934	26	27
8	6	7	936	25	26
8	6	7	937	25	25
8	6	6	940	25	23
8	6	4	946	22	22
8	4	4	950	22	20
8	3	4	953	22	18
8	3	3	959	18	17
8	3	1	961	18	17
8	3	1	963	17	16
8	3	1	965	16	15
8	3	1	967	16	13
8	3	1	970	14	12
8	2	1	973	13	11
8	2	1	974	12	11
8	2	1	977	11	9
8	2	1	980	10	7
8	2	1	980	10	7
8	2	1	981	9	7
8	2	1	986	6	5
8	2	1	988	5	4
8	1	2	990	4	3
8	1	1	992	3	3
8	1	0	996	1	2
8	0	1	995	0	1
8	0	1	919	0	1
8	0	0	208	0	0
8	0	0	13	0	0
8	0	0	2	0	0
8	0	0	0	0	0
8	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	371	76	36	363	154
9	382	72	34	357	155
9	383	74	34	358	151
9	382	77	34	357	150
9	387	74	33	355	151
9	391	72	33	353	151
9	390	71	32	355	152
9	387	76	32	354	151
9	389	76	31	352	152
9	391	77	31	351	150
9	400	71	31	350	148
9	406	71	30	349	144
9	406	72	29	350	143
9	409	74	28	347	142
9	414	70	27	348	141
9	419	66	26	348	141
9	434	62	26	343	135
9	439	58	25	344	134
9	446	56	25	339	134
9	442	57	25	342	134
9	441	57	25	343	134
9	442	60	25	341	132
9	445	62	25	337	131
9	448	62	25	335	130
9	446	66	25	334	129
9	452	64	24	331	129
9	451	64	24	334	127
9	461	62	24	331	122
9	463	61	22	330	124
9	464	63	22	328	123
9	460	64	21	331	124
9	466	60	20	331	123
9	466	61	20	330	123
9	467	69	19	323	122
9	472	66	19	324	119
9	473	67	19	322	119
9	475	67	18	320	120
9	478	66	17	318	121
9	483	68	17	315	117
9	487	70	16	313	114
9	490	69	16	313	112
9	494	69	16	312	109
9	495	68	14	312	111
9	494	66	14	315	111
9	499	68	14	313	106
9	502	71	13	307	107
9	499	75	13	306	107
9	503	73	13	307	104
9	508	72	12	305	103
9	505	77	11	303	104
9	509	74	11	305	101
9	508	71	11	310	100
9	512	69	11	310	98
9	512	72	11	309	96
9	515	73	11	306	95
9	520	72	11	302	95
9	524	66	10	305	95
9	530	65	10	303	92
9	531	65	10	303	91
9	536	61	10	302	91
9	535	63	10	301	91
9	538	62	10	301	89
9	536	64	9	302	89
9	541	61	9	302	87
9	538	67	7	302	86
9	546	64	7	301	82
9	546	67	6	299	82
9	546	70	6	296	82
9	549	72	6	293	80
9	552	72	5	292	79
9	555	72	5	290	78
9	556	75	4	288	77
9	560	73	4	287	76
9	564	68	4	288	76
9	563	72	4	287	74
9	564	72	4	286	74
9	565	70	4	289	72
9	568	69	4	289	70
9	572	66	4	289	69
9	574	66	4	288	68
9	577	68	4	285	66
9	586	66	4	281	63
9	588	67	4	282	59
9	592	63	4	282	59
9	600	62	4	277	57
9	600	66	4	274	56
9	605	69	4	270	52
9	612	64	3	270	51
9	615	67	3	268	47
9	618	68	3	268	43
9	621	70	2	264	43
9	620	71	2	265	42
9	614	76	2	266	42
9	620	73	1	269	37
9	622	72	1	271	34
9	623	76	1	268	32
9	623	77	1	260	29
9	412	41	1	214	21
9	11	1	0	5	0
9	1	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
9	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
10	646	74	1	254	25
10	649	71	1	254	25
10	648	75	2	250	25
10	650	73	2	250	25
10	644	78	2	251	25
10	638	82	2	253	25
10	636	85	2	253	24
10	640	81	2	253	24
10	640	85	2	251	22
10	646	78	2	252	22
10	648	75	2	254	21
10	650	70	2	257	21
10	658	62	2	257	21
10	658	58	2	261	21
10	655	61	2	262	20
10	656	61	2	261	20
10	658	59	2	261	20
10	652	66	2	260	20
10	652	67	1	259	21
10	649	67	1	262	21
10	643	76	1	259	21
10	644	75	1	260	20
10	643	75	1	262	19
10	646	75	1	259	19
10	645	78	1	257	19
10	643	82	2	255	18
10	638	85	2	257	18
10	635	90	2	255	18
10	638	86	2	256	18
10	645	80	2	256	17
10	652	79	2	251	16
10	647	82	2	253	16
10	647	86	2	249	16
10	652	83	2	249	14
10	652	80	2	252	14
10	653	81	2	251	13
10	644	91	2	250	13
10	646	89	2	250	13
10	643	91	2	251	13
10	642	92	2	252	12
10	642	89	2	256	11
10	637	95	2	255	11
10	641	95	2	251	11
10	642	96	2	249	11
10	642	96	2	249	11
10	643	94	2	250	11
10	648	90	2	249	11
10	646	91	2	250	11
10	651	88	2	248	11
10	647	95	2	246	10
10	645	98	2	246	9
10	645	98	2	247	8
10	642	101	2	247	8
10	645	97	2	248	8
10	646	95	2	249	8
10	647	94	2	249	8
10	647	95	2	248	8
10	648	93	2	249	8
10	647	94	2	249	8
10	651	90	2	249	8
10	648	91	2	251	8
10	651	89	2	250	8
10	654	89	2	247	8
10	654	91	2	245	8
10	657	85	2	248	8
10	656	86	2	248	8
10	659	83	2	248	8
10	659	83	2	248	8
10	656	81	2	253	8
10	650	90	2	250	8
10	650	91	2	249	8
10	649	90	2	251	8
10	654	85	2	251	8
10	646	95	2	249	8
10	638	103	2	249	8
10	640	99	2	252	7
10	645	96	2	250	7
10	652	90	2	249	7
10	658	86	2	248	6
10	656	91	2	245	6
10	660	89	2	243	6
10	657	88	2	247	6
10	656	90	2	246	6
10	662	86	2	244	6
10	655	91	2	246	6
10	655	94	2	243	6
10	653	95	2	244	6
10	652	98	2	243	5
10	652	97	2	244	5
10	656	95	2	242	5
10	652	98	2	243	5
10	651	97	2	245	5
10	650	97	2	246	5
10	655	92	2	246	5
10	655	92	2	246	5
10	649	94	2	250	5
10	648	92	2	253	5
10	646	94	2	253	5
10	643	93	2	257	5
10	650	86	2	257	5
10	650	88	2	255	5
10	649	87	2	257	5
10	657	81	2	255	5
10	657	80	2	256	5
10	659	76	2	258	5
10	667	69	2	257	5
10	669	69	2	255	5
10	665	72	2	256	5
10	665	72	2	256	5
10	664	69	2	260	5
10	662	72	1	259	6
10	658	76	1	259	6
10	665	72	1	256	6
10	658	82	1	253	6
10	662	78	1	253	6
10	667	74	1	253	5
10	656	84	1	254	5
10	653	87	1	254	5
10	653	88	1	253	5
10	652	91	1	251	5
10	654	86	1	254	5
10	650	88	1	257	4
10	654	83	1	258	4
10	658	77	1	260	4
10	658	77	1	260	4
10	657	76	1	262	4
10	655	79	1	261	4
10	653	82	1	260	4
10	656	77	1	262	4
10	656	80	1	260	3
10	655	79	1	262	3
10	657	78	1	262	2
10	651	83	1	263	2
10	647	87	1	263	2
10	645	92	1	260	2
10	644	94	1	259	2
10	648	90	1	259	2
10	650	86	0	261	3
10	656	85	0	256	3
10	656	84	0	257	3
10	662	78	0	258	2
10	661	81	0	256	2
10	657	83	0	258	2
10	657	84	0	257	2
10	653	86	0	259	2
10	653	87	0	258	2
10	653	87	0	259	1
10	656	83	0	261	0
10	656	84	0	260	0
10	657	84	0	259	0
10	654	88	0	258	0
10	657	89	0	254	0
10	661	89	0	250	0
10	660	89	0	251	0
10	661	89	0	250	0
10	660	87	0	253	0
10	653	91	0	255	0
10	604	79	0	230	0
10	111	18	0	39	0
10	3	0	0	1	0
10	0	0	0	0	0
10	0	0	0	0	0
10	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	659	84	0	257	0
11	664	83	0	253	0
11	663	83	0	254	0
11	661	85	0	254	0
11	660	86	0	254	0
11	667	81	0	252	0
11	667	83	0	250	0
11	671	82	0	247	0
11	671	81	0	248	0
11	672	79	0	249	0
11	665	87	0	248	0
11	663	92	0	245	0
11	656	98	0	246	0
11	653	98	0	249	0
11	644	108	0	248	0
11	642	107	0	251	0
11	642	109	0	249	0
11	649	97	0	254	0
11	644	102	0	254	0
11	651	96	0	253	0
11	655	90	0	255	0
11	658	87	0	255	0
11	661	86	0	253	0
11	664	81	0	255	0
11	657	89	0	254	0
11	656	92	0	252	0
11	649	99	0	252	0
11	640	109	0	251	0
11	640	107	0	253	0
11	643	104	0	253	0
11	649	100	0	251	0
11	652	102	0	246	0
11	656	98	0	246	0
11	652	100	0	248	0
11	659	96	0	245	0
11	654	101	0	245	0
11	652	104	0	244	0
11	656	98	0	246	0
11	657	99	0	244	0
11	653	101	0	246	0
11	655	100	0	245	0
11	643	96	0	244	0
11	21	8	0	16	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
11	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
12	0	0	0	0	0
